"start","end"
16.812664399093,19.8400340136054
20.6464512471655,22.7541383219955
23.0729365079365,24.0776757369615
25.0219047619048,26.7247505668934
27.4266780045351,28.4314172335601
29.6649092970522,30.811462585034
251.113616780045,253.804297052154
254.146315192744,255.151054421769
256.977641723356,258.66887755102
259.01089569161,260.119138321995
